industry_section,company_name,headquarters_country,main_industry_activities,brand_name,brand_type,invoice_example,gpc_segment,gpc_family,gpc_class,gpc_brick
O – Public administration and defence; compulsory social security,Advanced Electronics Company (AEC),Saudi Arabia,Defense electronics and systems integration,AEC Communication Solutions,Service,Communication Service Package,Services,Telecommunications,Communication Services,Telecom Services
O – Public administration and defence; compulsory social security,Advanced Electronics Company (AEC),Saudi Arabia,Defense electronics and systems integration,AEC Defense Electronics,Product,Defense Electronics Kit,Electronics,Defense Equipment,Military Electronics,Defense Electronics
O – Public administration and defence; compulsory social security,Al Salam Aerospace Industries,Saudi Arabia,Aircraft maintenance and defense services,Aircraft Maintenance,Service,Aircraft Maintenance Service - Boeing 777,Service,Aerospace Services,Aircraft Maintenance,Commercial Aircraft Maintenance
O – Public administration and defence; compulsory social security,Al Salam Aerospace Industries,Saudi Arabia,Aircraft maintenance and defense services,Component Overhaul,Service,Component Overhaul - Landing Gear,Service,Aerospace Services,Component Overhaul,Aircraft Component Overhaul
O – Public administration and defence; compulsory social security,Al Salam Aerospace Industries,Saudi Arabia,Aircraft maintenance and defense services,Avionics Upgrade,Service,Avionics Upgrade Package,Service,Aerospace Services,Avionics Services,Avionics Upgrade Services
P – Education,Saudi Electronic University,Saudi Arabia,"Higher education, online learning",Online Course Enrollment,Service,SEU-OC-2023-001,Education,Higher Education,Online Learning,University Courses
P – Education,Saudi Electronic University,Saudi Arabia,"Higher education, online learning",E-Library Access,Service,SEU-EL-2023-002,Education,Library Services,Digital Library,E-Books
P – Education,Saudi Electronic University,Saudi Arabia,"Higher education, online learning",Virtual Classroom Software,Product,SEU-VCS-2023-003,Technology,Software,Educational Software,Virtual Classroom
P – Education,Alfaisal University,Saudi Arabia,"Higher education, research",Tuition Fees,Service,Undergraduate Tuition Fee,Education,Higher Education,University,Tuition
P – Education,Alfaisal University,Saudi Arabia,"Higher education, research",Library Services,Service,Library Membership Fee,Education,Higher Education,University,Library Services
P – Education,Alfaisal University,Saudi Arabia,"Higher education, research",Laboratory Fees,Service,Chemistry Lab Fee,Education,Higher Education,University,Laboratory Services
P – Education,Prince Sultan University,Saudi Arabia,"Higher education, engineering, business studies",Tuition Fees,Service,Undergraduate Tuition Fee,Education,Higher Education,University,Tuition
P – Education,Prince Sultan University,Saudi Arabia,"Higher education, engineering, business studies",Library Membership,Service,Annual Library Membership Fee,Education,Higher Education,University,Library Services
P – Education,Prince Sultan University,Saudi Arabia,"Higher education, engineering, business studies",Accommodation Fees,Service,Student Dormitory Fee,Education,Higher Education,University,Accommodation
Q – Human health and social work activities,Saudi German Hospital Group,Saudi Arabia,"Hospital activities, healthcare services",General Consultation,Service,Consultation Fee,Healthcare Services,Medical Services,Consultations,General Medical Consultation
Q – Human health and social work activities,Saudi German Hospital Group,Saudi Arabia,"Hospital activities, healthcare services",Surgical Procedure,Service,Surgery Fee,Healthcare Services,Surgical Services,Surgical Procedures,General Surgery
Q – Human health and social work activities,Saudi German Hospital Group,Saudi Arabia,"Hospital activities, healthcare services",Inpatient Care,Service,Inpatient Stay,Healthcare Services,Hospital Services,Inpatient Services,Hospital Inpatient Care
Q – Human health and social work activities,Dr. Sulaiman Al Habib Medical Group,Saudi Arabia,"Healthcare services, hospital management",Consultation Services,Service,Consultation with Specialist,Healthcare Services,Medical Services,Consultation Services,Medical Consultation
Q – Human health and social work activities,Dr. Sulaiman Al Habib Medical Group,Saudi Arabia,"Healthcare services, hospital management",Radiology Services,Service,MRI Scan,Healthcare Services,Diagnostic Services,Radiology Services,Imaging Services
Q – Human health and social work activities,Dr. Sulaiman Al Habib Medical Group,Saudi Arabia,"Healthcare services, hospital management",Laboratory Tests,Service,Blood Test,Healthcare Services,Diagnostic Services,Laboratory Services,Pathology Services
Q – Human health and social work activities,National Medical Care Company,Saudi Arabia,"Hospital activities, healthcare services",Dialysis Services,Service,Dialysis session,Healthcare Services,Medical Services,Dialysis,Dialysis Services
Q – Human health and social work activities,National Medical Care Company,Saudi Arabia,"Hospital activities, healthcare services",Medical Equipment Rental,Service,Monthly equipment rental,Healthcare Services,Equipment Services,Rental Services,Medical Equipment Rental
Q – Human health and social work activities,National Medical Care Company,Saudi Arabia,"Hospital activities, healthcare services",Pharmaceutical Supplies,Product,Medication supply,Healthcare Products,Pharmaceuticals,Medicines,Pharmaceutical Supplies
"R – Arts, entertainment and recreation",Saudi Entertainment Ventures (SEVEN),Saudi Arabia,Entertainment and leisure development,Riyadh Winter Wonderland,Event,Riyadh Winter Wonderland Ticket,Entertainment,Events,Theme Parks,Amusement Parks
"R – Arts, entertainment and recreation",Saudi Entertainment Ventures (SEVEN),Saudi Arabia,Entertainment and leisure development,Jeddah Season,Event,Jeddah Season Entry Pass,Entertainment,Events,Festivals,Cultural Festivals
"R – Arts, entertainment and recreation",Saudi Entertainment Ventures (SEVEN),Saudi Arabia,Entertainment and leisure development,Diriyah Season,Event,Diriyah Season Concert Ticket,Entertainment,Events,Cultural Events,Historical Events
"R – Arts, entertainment and recreation",AMC Cinemas Saudi Arabia,Saudi Arabia,Cinema operations and film exhibition,Movie Ticket,Service,AMC Cinemas - Movie Ticket,Entertainment,Cinema,Movie Screening,Cinema Ticket
"R – Arts, entertainment and recreation",AMC Cinemas Saudi Arabia,Saudi Arabia,Cinema operations and film exhibition,Popcorn,Product,AMC Cinemas - Popcorn,Food and Beverage,Snacks,Popcorn,Cinema Popcorn
"R – Arts, entertainment and recreation",AMC Cinemas Saudi Arabia,Saudi Arabia,Cinema operations and film exhibition,Soft Drink,Product,AMC Cinemas - Soft Drink,Food and Beverage,Beverages,Soft Drinks,Cinema Soft Drink
"R – Arts, entertainment and recreation",Al Hokair Group,Saudi Arabia,Amusement parks and leisure facilities,Magic Planet,Entertainment,Magic Planet Entry Fee,Recreation,Entertainment,Amusement,Amusement Parks
"R – Arts, entertainment and recreation",Al Hokair Group,Saudi Arabia,Amusement parks and leisure facilities,Fuddruckers,Restaurant,Fuddruckers Meal,Food & Beverage,Dining,Casual Dining,Burger Restaurants
"R – Arts, entertainment and recreation",Al Hokair Group,Saudi Arabia,Amusement parks and leisure facilities,Saco,Retail,Saco Home Supplies,Retail,Home Improvement,Hardware,Home Improvement Stores
S – Other service activities,Al Rajhi Bank,Saudi Arabia,"Financial services, including personal and corporate banking, investment banking, and insurance.",Al Rajhi Personal Loan,Financial Service,Personal Loan Processing Fee,Financial Services,Loan Services,Personal Loans,Personal Loan Services
S – Other service activities,Al Rajhi Bank,Saudi Arabia,"Financial services, including personal and corporate banking, investment banking, and insurance.",Al Rajhi Credit Card,Financial Product,Credit Card Annual Fee,Financial Services,Credit Card Services,Credit Cards,Credit Card Issuance
S – Other service activities,Al Rajhi Bank,Saudi Arabia,"Financial services, including personal and corporate banking, investment banking, and insurance.",Al Rajhi Car Lease,Financial Service,Car Lease Monthly Payment,Financial Services,Leasing Services,Vehicle Leasing,Car Leasing Services
S – Other service activities,Saudi Telecom Company (STC),Saudi Arabia,"Telecommunications services, including mobile, fixed line, and internet services.",STC Mobile Plan,Service,STC Mobile Plan - 5GB Data,Telecommunications,Mobile Services,Mobile Plans,Mobile Data Plans
S – Other service activities,Saudi Telecom Company (STC),Saudi Arabia,"Telecommunications services, including mobile, fixed line, and internet services.",STC Home Internet,Service,STC Home Internet - Fiber 100Mbps,Telecommunications,Internet Services,Home Internet,Fiber Internet Plans
S – Other service activities,Saudi Telecom Company (STC),Saudi Arabia,"Telecommunications services, including mobile, fixed line, and internet services.",STC Prepaid Recharge,Product,STC Prepaid Recharge - 50 SAR,Telecommunications,Mobile Services,Prepaid Services,Prepaid Mobile Recharge
S – Other service activities,Saudi Arabian Airlines,Saudi Arabia,"Airline services, including passenger and cargo transportation.",Saudi Arabian Airlines Flight Ticket,Service,Flight ticket from Riyadh to Jeddah,Travel & Transportation,Air Travel,Commercial Flights,Airline Tickets
S – Other service activities,Saudi Arabian Airlines,Saudi Arabia,"Airline services, including passenger and cargo transportation.",Saudi Arabian Airlines Cargo Service,Service,Cargo shipment from Dammam to Dubai,Logistics & Delivery,Freight Services,Air Freight,Air Cargo Services
S – Other service activities,Saudi Arabian Airlines,Saudi Arabia,"Airline services, including passenger and cargo transportation.",Alfursan Loyalty Program,Service,Alfursan membership renewal,Travel & Transportation,Travel Services,Loyalty Programs,Frequent Flyer Programs
U – Activities of extraterritorial organizations and bodies,Islamic Development Bank,Saudi Arabia,Multilateral development financing,Islamic Finance Consultancy,Service,Consultancy Fee for Islamic Finance,Business Services,Consulting Services,Financial Consulting,Islamic Finance Consulting
U – Activities of extraterritorial organizations and bodies,Islamic Development Bank,Saudi Arabia,Multilateral development financing,Project Financing,Service,Project Financing for Infrastructure,Financial Services,Lending Services,Project Financing,Infrastructure Financing
U – Activities of extraterritorial organizations and bodies,Islamic Development Bank,Saudi Arabia,Multilateral development financing,Technical Assistance,Service,Technical Assistance for Capacity Building,Business Services,Consulting Services,Technical Assistance,Capacity Building
U – Activities of extraterritorial organizations and bodies,Gulf Cooperation Council (GCC),Saudi Arabia,Regional political and economic union activities,Saudi Aramco,Energy,Crude Oil Supply,Energy & Utilities,Fuels,Petroleum,Crude Oil
U – Activities of extraterritorial organizations and bodies,Gulf Cooperation Council (GCC),Saudi Arabia,Regional political and economic union activities,Almarai,Food & Beverage,Dairy Products,Food & Beverage,Dairy,Milk & Cream,Fresh Milk
U – Activities of extraterritorial organizations and bodies,Gulf Cooperation Council (GCC),Saudi Arabia,Regional political and economic union activities,STC,Telecommunications,Mobile Services,Telecommunications,Mobile Services,Mobile Voice,Mobile Phone Services
U – Activities of extraterritorial organizations and bodies,Organization of Islamic Cooperation (OIC),Saudi Arabia,Intergovernmental organization activities,Zamzam Water,Product,Zamzam Water 500ml,Beverages,Water,Bottled Water,Natural Spring Water
U – Activities of extraterritorial organizations and bodies,Organization of Islamic Cooperation (OIC),Saudi Arabia,Intergovernmental organization activities,Saudi Dates,Product,Ajwa Dates 1kg,Food & Beverage,Fruits,Dried Fruits,Dates
U – Activities of extraterritorial organizations and bodies,Organization of Islamic Cooperation (OIC),Saudi Arabia,Intergovernmental organization activities,Islamic Books,Product,Quran with Translation,Media,Books,Religious Books,Islamic Literature
